Universe Date,Filter Date,Era,Novel Type,Title,Writers,Release Date,Canon or Legends,Image,Thumbnail
35 ABY,35,ROTFO,NA,Star Wars: The Rise of Skywalker: Expanded Edition,Rae Carson,3/17/2020,Canon,https://static.wikia.nocookie.net/starwars/images/c/cf/TROS-ExpandedEdition-Hardcover.jpg/revision/latest?cb=20200413192610,SWImages\Star Wars The Rise of Skywalker Expanded Edition.jpg
35 ABY,35,ROTFO,JRA,Star Wars: The Rise of Skywalker: A Junior Novel,Michael Kogge,4/16/2020,Canon,https://static.wikia.nocookie.net/starwars/images/b/b0/Star_Wars_The_Rise_of_Skywalker_Junior_Novel_cover.jpg/revision/latest?cb=20210111090555,SWImages\Star Wars The Rise of Skywalker A Junior Novel.jpg
"25,793 BBY","-25,793",DOTJ,ON,Dawn of the Jedi: Into the Void,Tim Lebbon,5/7/2013,Legend,https://static.wikia.nocookie.net/starwars/images/6/6b/DawnoftheJedi-IntotheVoid-Hardcover.jpg/revision/latest?cb=20130125030653,SWImages\Dawn of the Jedi Into the Void.jpg
"3954 BBY (Part 1)
3950 BBY (Part 2)
3900 BBY (Epilogue)",-3954,TOR,ON,The Old Republic: Revan,Drew Karpyshyn,11/15/2011,Legend,https://static.wikia.nocookie.net/starwars/images/6/63/TOR-Revan.jpg/revision/latest?cb=20110728211622,SWImages\The Old Republic Revan.jpg
3653 BBY,-3653,TOR,ON,The Old Republic: Deceived,Paul S. Kemp,3/22/2011,Legend,https://static.wikia.nocookie.net/starwars/images/c/cd/Swtor_deceived_cover.jpg/revision/latest?cb=20100715022755,SWImages\The Old Republic Deceived.jpg
3645 BBY,-3645,TOR,ON,Red Harvest,Joe Schreiber,12/28/2010,Legend,https://static.wikia.nocookie.net/starwars/images/8/8d/Redharvest.jpg/revision/latest?cb=20101005040707,SWImages\Red Harvest.jpg
3643 BBY,-3643,TOR,ON,The Old Republic: Fatal Alliance,Sean Williams,7/20/2010,Legend,https://static.wikia.nocookie.net/starwars/images/b/bc/TORFACover.jpg/revision/latest?cb=20100522044408,SWImages\The Old Republic Fatal Alliance.jpg
3640 BBY,-3640,TOR,ON,The Old Republic: Annihilation,Drew Karpyshyn,11/13/2012,Legend,https://static.wikia.nocookie.net/starwars/images/a/a3/AnnihilationCover.jpg/revision/latest?cb=20120601025557,SWImages\The Old Republic Annihilation.jpg
1032 BBY,-1032,TOR,ON,Knight Errant,John Jackson Miller,1/25/2011,Legend,https://static.wikia.nocookie.net/starwars/images/e/e3/Knight_Errant_novel.jpg/revision/latest?cb=20100909010908,SWImages\Knight Errant.jpg
1003  -  1000 BBY,-1003,TOR,ON,Darth Bane: Path of Destruction,Drew Karpyshyn,9/26/2006,Legend,https://static.wikia.nocookie.net/starwars/images/9/9b/Path-of-destruction.jpg/revision/latest?cb=20070719033113,SWImages\Darth Bane Path of Destruction.jpg
1000  -  990 BBY,-1000,TOR,ON,Darth Bane: Rule of Two,Drew Karpyshyn,12/26/2007,Legend,https://static.wikia.nocookie.net/starwars/images/1/13/RuleofTwo.jpg/revision/latest?cb=20081021130617,SWImages\Darth Bane Rule of Two.jpg
980 BBY,-980,TOR,ON,Darth Bane: Dynasty of Evil,Drew Karpyshyn,12/8/2009,Legend,https://static.wikia.nocookie.net/starwars/images/1/1c/Dynasty_of_Evil.jpg/revision/latest?cb=20090418194005,SWImages\Darth Bane Dynasty of Evil.jpg
"89 BBY (Part 1)
76 BBY (Part 2)
44 BBY (Part 3)
22 BBY (Part 4)",-89,FOTJ,OJR,Legacy of the Jedi,Jude Watson,8/1/2003,Legend,https://static.wikia.nocookie.net/starwars/images/5/56/Legacy_of_the_Jedi.jpg/revision/latest?cb=20051227064052,SWImages\Legacy of the Jedi.jpg
"67  -  65 BBY (Part 1)
54  -  52 BBY (Part 2)
34  -  32 BBY (Part 3)",-67,FOTJ,ON,Darth Plagueis,James Luceno,1/10/2012,Legend,https://static.wikia.nocookie.net/starwars/images/0/05/Darthplagueis-cover.jpg/revision/latest?cb=20110713215940,SWImages\Darth Plagueis.jpg
51  -  21 BBY,-51,FOTJ,OJR,The Wrath of Darth Maul,Ryder Windham,1/1/2012,Legend,https://static.wikia.nocookie.net/starwars/images/f/f7/WrathofDarthMaul.jpg/revision/latest?cb=20210428004354,SWImages\The Wrath of Darth Maul.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Rising Force,Dave Wolverton,5/3/1999,Legend,https://static.wikia.nocookie.net/starwars/images/e/ef/Rising_Force_cover.jpg/revision/latest?cb=20050717063003,SWImages\Jedi Apprentice The Rising Force.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Dark Rival,Jude Watson,5/3/1999,Legend,https://static.wikia.nocookie.net/starwars/images/2/2f/Dark_Rival_cover.jpg/revision/latest?cb=20190524012238,SWImages\Jedi Apprentice The Dark Rival.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Hidden Past,Jude Watson,8/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/e/eb/Hidden_Past.jpg/revision/latest?cb=20050717223305,SWImages\Jedi Apprentice The Hidden Past.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Mark of the Crown,Jude Watson,10/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/5/58/Themarkofthecrown.jpg/revision/latest?cb=20051005130102,SWImages\Jedi Apprentice The Mark of the Crown.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Defenders of the Dead,Jude Watson,12/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/8/86/Defenders_of_the_Dead_cover.jpg/revision/latest?cb=20050717224633,SWImages\Jedi Apprentice The Defenders of the Dead.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Uncertain Path,Jude Watson,2/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/e/e6/Uncertain_Path_cover.jpg/revision/latest?cb=20050727181636,SWImages\Jedi Apprentice The Uncertain Path.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Captive Temple,Jude Watson,4/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/5/5a/Captive_Temple_cover.jpg/revision/latest?cb=20050727185529,SWImages\Jedi Apprentice The Captive Temple.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Day of Reckoning,Jude Watson,6/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/e/e3/Thedayofreckoning.jpg/revision/latest?cb=20051005131356,SWImages\Jedi Apprentice The Day of Reckoning.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Fight for Truth,Jude Watson,8/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/1/12/Fight_for_Truth_cover.jpg/revision/latest?cb=20050727185637,SWImages\Jedi Apprentice The Fight for Truth.jpg
44 BBY,-44,FOTJ,OJR,Jedi Apprentice: The Shattered Peace,Jude Watson,10/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/9/97/JA10Shattered_pece.jpg/revision/latest/scale-to-width-down/334?cb=20050817192049,SWImages\Jedi Apprentice The Shattered Peace.jpg
"44 BBY (Part 1)
29 BBY (Part 2)",-44,FOTJ,OJR,Jedi Apprentice Special Edition: Deceptions,Jude Watson,7/1/2001,Legend,https://static.wikia.nocookie.net/starwars/images/0/01/Deceptions.jpg/revision/latest?cb=20051213043236,SWImages\Jedi Apprentice Special Edition Deceptions.jpg
44 BBY  -  9 ABY,-44,FOTJ,OJR,The Life and Legend of Obi-Wan Kenobi,Ryder Windham,8/27/2008,Legend,https://static.wikia.nocookie.net/starwars/images/d/df/LifeLegendObiWanArt.jpg/revision/latest/scale-to-width-down/329?cb=20080527050450,SWImages\The Life and Legend of Obi-Wan Kenobi.jpg
43 BBY,-43,FOTJ,OJR,Jedi Apprentice: The Deadly Hunter,Jude Watson,12/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/6/6a/JA11Deadly_Hunter.jpg/revision/latest/scale-to-width-down/343?cb=20050817192321,SWImages\Jedi Apprentice The Deadly Hunter.jpg
43 BBY,-43,FOTJ,OJR,Jedi Apprentice: The Evil Experiment,Jude Watson,2/1/2001,Legend,https://static.wikia.nocookie.net/starwars/images/2/2c/Evil_Experiment_cover.jpg/revision/latest?cb=20200825010956,SWImages\Jedi Apprentice The Evil Experiment.jpg
43 BBY,-43,FOTJ,OJR,Jedi Apprentice: The Dangerous Rescue,Jude Watson,4/1/2001,Legend,https://static.wikia.nocookie.net/starwars/images/7/76/TheDangerousRescueCover.jpg/revision/latest/scale-to-width-down/500?cb=20221115123341,SWImages\Jedi Apprentice The Dangerous Rescue.jpg
41 BBY,-41,FOTJ,OJR,Jedi Apprentice: The Ties That Bind,Jude Watson,8/1/2001,Legend,https://static.wikia.nocookie.net/starwars/images/2/27/TheTiesThatBindCover.jpg/revision/latest?cb=20051213234406,SWImages\Jedi Apprentice The Ties That Bind.jpg
41 BBY,-41,FOTJ,OJR,Jedi Apprentice: The Death of Hope,Jude Watson,10/1/2001,Legend,https://static.wikia.nocookie.net/starwars/images/4/46/JA15Death_of_Hope.jpg/revision/latest?cb=20050817175535,SWImages\Jedi Apprentice The Death of Hope.jpg
41 BBY,-41,FOTJ,OJR,Jedi Apprentice: The Call to Vengeance,Jude Watson,12/1/2001,Legend,https://static.wikia.nocookie.net/starwars/images/d/d2/JA16Call_To_Vengeance.jpg/revision/latest?cb=20060615163036,SWImages\Jedi Apprentice The Call to Vengeance.jpg
40 BBY,-40,FOTJ,OJR,Jedi Apprentice: The Only Witness,Jude Watson,2/1/2002,Legend,https://static.wikia.nocookie.net/starwars/images/3/37/JA17Only_Witness.jpg/revision/latest?cb=20050817173037,SWImages\Jedi Apprentice The Only Witness.jpg
40 BBY,-40,FOTJ,OJR,Jedi Apprentice: The Threat Within,Jude Watson,3/1/2002,Legend,https://static.wikia.nocookie.net/starwars/images/d/d6/JA18The_Threat_Within.jpg/revision/latest?cb=20050817173115,SWImages\Jedi Apprentice The Threat Within.jpg
"39 BBY (Part 1)
29 BBY (Part 2)",-39,FOTJ,OJR,Jedi Apprentice Special Edition: The Followers,Jude Watson,4/1/2002,Legend,https://static.wikia.nocookie.net/starwars/images/d/d4/JA_SE2_Followers.jpg/revision/latest?cb=20050818145155,SWImages\Jedi Apprentice Special Edition The Followers.jpg
"39 BBY (Part 1)
22 BBY (Part 2)",-39,FOTJ,OJR,Secrets of the Jedi,Jude Watson,3/1/2005,Legend,https://static.wikia.nocookie.net/starwars/images/a/a4/SecretsoftheJedi.png/revision/latest/scale-to-width-down/333?cb=20200627063126,SWImages\Secrets of the Jedi.jpg
39 BBY  -  4 ABY,-39,FOTJ,OJR,The Rise and Fall of Darth Vader,Ryder Windham,10/1/2007,Legend,https://static.wikia.nocookie.net/starwars/images/7/7e/Riseandfallofvader.jpg/revision/latest/scale-to-width-down/325?cb=20130609200403,SWImages\The Rise and Fall of Darth Vader.jpg
33 BBY,-33,FOTJ,ON,Maul: Lockdown,Joe Schreiber,1/28/2014,Legend,https://static.wikia.nocookie.net/starwars/images/d/dc/MaulLockdownCover.jpg/revision/latest/scale-to-width-down/499?cb=20130427064638,SWImages\Maul Lockdown.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 1: Search for the Lost Jedi,Ryder Windham,9/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/7/78/Adventures1.jpg/revision/latest/scale-to-width-down/499?cb=20110702052638,SWImages\Episode I Adventures 1 Search for the Lost Jedi.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 2: The Bartokk Assassins,Ryder Windham,10/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/7/7e/Adventures2.jpg/revision/latest/scale-to-width-down/348?cb=20051227195417,SWImages\Episode I Adventures 2 The Bartokk Assassins.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 3: The Fury of Darth Maul,Ryder Windham,11/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/a/a9/Adventures3.jpg/revision/latest/scale-to-width-down/345?cb=20051227195519,SWImages\Episode I Adventures 3 The Fury of Darth Maul.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 4: Jedi Emergency,Ryder Windham,12/1/1999,Legend,https://static.wikia.nocookie.net/starwars/images/7/71/Adventures4.jpg/revision/latest/scale-to-width-down/347?cb=20051227195543,SWImages\Episode I Adventures 4 Jedi Emergency.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 5: The Ghostling Children,Dave Wolverton,1/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/d/d7/Adventures5.jpg/revision/latest/scale-to-width-down/345?cb=20051227195559,SWImages\Episode I Adventures 5 The Ghostling Children.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 6: The Hunt for Anakin Skywalker,Dave Wolverton,2/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/3/3c/Adventures6.jpg/revision/latest/scale-to-width-down/349?cb=20051227195718,SWImages\Episode I Adventures 6 The Hunt for Anakin Skywalker.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 7: Capture Arawynne,Dave Wolverton,3/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/d/d4/Adventures7.jpg/revision/latest/scale-to-width-down/346?cb=20051227195824,SWImages\Episode I Adventures 7 Capture Arawynne.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 8: Trouble on Tatooine,Dave Wolverton,4/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/8/8c/Adventures8.jpg/revision/latest/scale-to-width-down/348?cb=20051227200034,SWImages\Episode I Adventures 8 Trouble on Tatooine.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 9: Rescue in the Core,Ryder Windham,5/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/f/fe/Adventures9.jpg/revision/latest/scale-to-width-down/348?cb=20051227200058,SWImages\Episode I Adventures 9 Rescue in the Core.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 10: Festival of Warriors,Ryder Windham,6/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/9/90/Adventures10.jpg/revision/latest/scale-to-width-down/345?cb=20051227200213,SWImages\Episode I Adventures 10 Festival of Warriors.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 11: Pirates from Beyond the Sea,Ryder Windham,7/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/2/23/Adventures11.jpg/revision/latest/scale-to-width-down/342?cb=20051227200234,SWImages\Episode I Adventures 11 Pirates from Beyond the Sea.jpg
32 BBY,-32,FOTJ,OJR,Episode I Adventures 12: The Bongo Rally,Ryder Windham,8/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/e/eb/Adventures12.jpg/revision/latest/scale-to-width-down/345?cb=20051227200252,SWImages\Episode I Adventures 12 The Bongo Rally.jpg
32 BBY,-32,FOTJ,ON,Cloak of Deception,James Luceno,5/29/2001,Legend,https://static.wikia.nocookie.net/starwars/images/2/2c/CloakofDeception_PB.jpg/revision/latest?cb=20060525201731,SWImages\Cloak of Deception.jpg
32 BBY,-32,FOTJ,ON,Darth Maul: Shadow Hunter,Michael Reaves,1/30/2001,Legend,https://static.wikia.nocookie.net/starwars/images/e/ec/DarthMaulShadowHunter.jpg/revision/latest/scale-to-width-down/331?cb=20200903044856,SWImages\Darth Maul Shadow Hunter.jpg
32 BBY,-32,FOTJ,YR,Catch That Pit Droid!,Liza Baker,2000-05,Legend,https://static.wikia.nocookie.net/starwars/images/5/51/CatchThatPitDroid.png/revision/latest/scale-to-width-down/350?cb=20131124185601,SWImages\Catch That Pit Droid!.jpg
32 BBY,-32,FOTJ,NA,Star Wars Episode I: The Phantom Menace,Terry Brooks,4/21/1999,Legend,https://static.wikia.nocookie.net/starwars/images/3/33/ThePhantomMenaceNovelObiWan.jpg/revision/latest?cb=20050806165250,SWImages\Star Wars Episode I The Phantom Menace.jpg
32 BBY,-32,FOTJ,JRA,Star Wars Episode I: The Phantom Menace,Patricia C. Wrede,5/3/1999,Legend,https://static.wikia.nocookie.net/starwars/images/f/f6/Ep1_junior.jpg/revision/latest/scale-to-width-down/500?cb=20180329090036,SWImages\Star Wars Episode I The Phantom Menace.jpg
32 BBY,-32,FOTJ,JRA,Episode I Journal: Anakin Skywalker,Todd Strasser,5/3/1999,Legend,https://static.wikia.nocookie.net/starwars/images/b/bf/AnakinJournal.jpg/revision/latest?cb=20051214021906,SWImages\Episode I Journal Anakin Skywalker.jpg
32 BBY,-32,FOTJ,JRA,Episode I Journal: Darth Maul,Jude Watson,2000-03,Legend,https://static.wikia.nocookie.net/starwars/images/1/13/DMaulJournal.jpg/revision/latest?cb=20051213224426,SWImages\Episode I Journal Darth Maul.jpg
32 BBY,-32,FOTJ,JRA,Episode I Journal: Queen Amidala,Jude Watson,5/3/1999,Legend,https://static.wikia.nocookie.net/starwars/images/5/55/Bkcover.jpg/revision/latest?cb=20051003222138,SWImages\Episode I Journal Queen Amidala.jpg
32 BBY,-32,FOTJ,YR,Jedi Escape,Liza Baker,2000-04,Legend,https://static.wikia.nocookie.net/starwars/images/4/45/Star_Wars_-_Jedi_Escape_cover.png/revision/latest/scale-to-width-down/350?cb=20131124190235,SWImages\Jedi Escape.jpg
32 BBY,-32,FOTJ,YR,Obi-Wan's Bongo Adventure,Liza Baker,1999-11,Legend,https://static.wikia.nocookie.net/starwars/images/3/3a/Obi-Wans_Bongo_Adventure.jpg/revision/latest/scale-to-width-down/500?cb=20110315145643,SWImages\Obi-Wan's Bongo Adventure.jpg
32 BBY,-32,FOTJ,YR,Droid to the Rescue,Liza Baker,2000-03,Legend,https://static.wikia.nocookie.net/starwars/images/5/58/Star_Wars_-_Droid_to_the_Rescue_cover.png/revision/latest/scale-to-width-down/350?cb=20131124183144,SWImages\Droid to the Rescue.jpg
32 BBY,-32,FOTJ,YR,C-3PO's Big Adventure,Liza Baker,2000-08,Legend,https://static.wikia.nocookie.net/starwars/images/7/76/C-3POsBigAdventure.png/revision/latest/scale-to-width-down/350?cb=20131124184653,SWImages\C-3PO's Big Adventure.jpg
32 BBY,-32,FOTJ,YR,Podrace!,Liza Baker,1999-10,Legend,https://static.wikia.nocookie.net/starwars/images/9/95/Podrace-SWJuniorScholastic.png/revision/latest/scale-to-width-down/350?cb=20131124185046,SWImages\Podrace!.jpg
32 BBY,-32,FOTJ,YR,Sith Attack,Lara Bergen,2000-02,Legend,https://static.wikia.nocookie.net/starwars/images/7/7c/SithAttack.jpg/revision/latest/scale-to-width-down/500?cb=20130530095324,SWImages\Sith Attack.jpg
32 BBY,-32,FOTJ,YR,Meet the Jedi High Council,Laura Dower,2000-07,Legend,https://static.wikia.nocookie.net/starwars/images/d/da/Star_Wars_-_Meet_the_Jedi_High_Council_cover.png/revision/latest/scale-to-width-down/350?cb=20131124183739,SWImages\Meet the Jedi High Council.jpg
32 BBY,-32,FOTJ,YR,Gungan Trouble!,Liza Baker,2000-06,Legend,https://static.wikia.nocookie.net/starwars/images/9/94/Gungan_trouble_cover.png/revision/latest/scale-to-width-down/500?cb=20120404123707,SWImages\Gungan Trouble!.jpg
32 BBY,-32,FOTJ,YR,Save Naboo!,Gail Herman,2000-01,Legend,https://static.wikia.nocookie.net/starwars/images/7/71/SaveNaboo.png/revision/latest/scale-to-width-down/350?cb=20131124191838,SWImages\Save Naboo!.jpg
32 BBY,-32,FOTJ,YR,General Jar Jar,Liza Baker,1999-12,Legend,https://static.wikia.nocookie.net/starwars/images/8/88/Star_Wars_-_General_Jar_Jar_cover.png/revision/latest/scale-to-width-down/350?cb=20131124182410,SWImages\General Jar Jar.jpg
32 BBY,-32,FOTJ,JRA,Episode I Adventures 13: Danger on Naboo,A. L. Singer,9/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/d/d2/Adventures13.jpg/revision/latest/scale-to-width-down/346?cb=20051227200309,SWImages\Episode I Adventures 13 Danger on Naboo.jpg
32 BBY,-32,FOTJ,JRA,Episode I Adventures 14: Podrace to Freedom,A. L. Singer,10/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/f/f0/Adventures14.jpg/revision/latest/scale-to-width-down/345?cb=20180621032539,SWImages\Episode I Adventures 14 Podrace to Freedom.jpg
32 BBY,-32,FOTJ,JRA,Episode I Adventures 15: The Final Battle,A. L. Singer,11/1/2000,Legend,https://static.wikia.nocookie.net/starwars/images/e/e0/Adventures15.jpg/revision/latest/scale-to-width-down/346?cb=20051227200347,SWImages\Episode I Adventures 15 The Final Battle.jpg
32 BBY,-32,FOTJ,YR,Droids Everywhere!,Liza Baker,2000-09,Legend,https://static.wikia.nocookie.net/starwars/images/4/42/DroidsEverywhere.png/revision/latest/scale-to-width-down/350?cb=20131124190625,SWImages\Droids Everywhere!.jpg
29 BBY,-29,FOTJ,ON,Rogue Planet,Greg Bear,5/2/2000,Legend,https://static.wikia.nocookie.net/starwars/images/3/3d/Rogue_Planet.jpg/revision/latest?cb=20070723212100,SWImages\Rogue Planet.jpg
28 BBY,-28,FOTJ,OJR,Jedi Quest: Path to Truth,Jude Watson,2001-09,Legend,https://static.wikia.nocookie.net/starwars/images/a/a4/PathtoTruth.png/revision/latest/scale-to-width-down/331?cb=20140922022101,SWImages\Jedi Quest Path to Truth.jpg
27 BBY,-27,FOTJ,OJR,Jedi Quest: The Way of the Apprentice,Jude Watson,4/23/2002,Legend,https://static.wikia.nocookie.net/starwars/images/e/ea/JQ1Way_of_apprentice.jpg/revision/latest?cb=20050818142114,SWImages\Jedi Quest The Way of the Apprentice.jpg
27 BBY,-27,FOTJ,ON,Outbound Flight,Timothy Zahn,1/31/2006,Legend,https://static.wikia.nocookie.net/starwars/images/7/7f/OutboundFlight-Hardcover.jpg/revision/latest?cb=20200730233543,SWImages\Outbound Flight.jpg
27 BBY,-27,FOTJ,OJR,Jedi Quest: The Trail of the Jedi,Jude Watson,4/23/2002,Legend,https://static.wikia.nocookie.net/starwars/images/3/38/JQ2trial_of_jedi.jpg/revision/latest?cb=20050818143104,SWImages\Jedi Quest The Trail of the Jedi.jpg
27 BBY,-27,FOTJ,OJR,Jedi Quest: The Dangerous Games,Jude Watson,8/1/2002,Legend,https://static.wikia.nocookie.net/starwars/images/7/71/The_Dangerous_Games.jpg/revision/latest/scale-to-width-down/335?cb=20050830185120,SWImages\Jedi Quest The Dangerous Games.jpg
25 BBY,-25,FOTJ,OJR,Jedi Quest: The Master of Disguise,Jude Watson,11/1/2002,Legend,https://static.wikia.nocookie.net/starwars/images/e/e8/The_Master_of_Disguise.jpg/revision/latest/scale-to-width-down/341?cb=20050830191744,SWImages\Jedi Quest The Master of Disguise.jpg
25 BBY,-25,FOTJ,OJR,Jedi Quest: The School of Fear,Jude Watson,2/1/2003,Legend,https://static.wikia.nocookie.net/starwars/images/0/05/The_School_of_Fear.jpg/revision/latest/scale-to-width-down/346?cb=20050830193354,SWImages\Jedi Quest The School of Fear.jpg
25 BBY,-25,FOTJ,OJR,Jedi Quest: The Shadow Trap,Jude Watson,5/1/2003,Legend,https://static.wikia.nocookie.net/starwars/images/1/13/The_Shadow_Trap.jpg/revision/latest/scale-to-width-down/339?cb=20050830193931,SWImages\Jedi Quest The Shadow Trap.jpg
25 BBY,-25,FOTJ,OJR,Jedi Quest: The Moment of Truth,Jude Watson,11/1/2003,Legend,https://static.wikia.nocookie.net/starwars/images/f/f2/The_Moment_of_Truth.jpg/revision/latest/scale-to-width-down/339?cb=20050830195047,SWImages\Jedi Quest The Moment of Truth.jpg
24 BBY,-24,FOTJ,OJR,Jedi Quest: The Changing of the Guard,Jude Watson,3/1/2004,Legend,https://static.wikia.nocookie.net/starwars/images/a/a2/The_Changing_of_the_Guard.jpg/revision/latest/scale-to-width-down/337?cb=20050830195654,SWImages\Jedi Quest The Changing of the Guard.jpg
24 BBY,-24,FOTJ,OJR,Jedi Quest: The False Peace,Jude Watson,7/1/2004,Legend,https://static.wikia.nocookie.net/starwars/images/3/32/The_False_Peace.jpg/revision/latest/scale-to-width-down/338?cb=20050830200232,SWImages\Jedi Quest The False Peace.jpg
23 BBY,-23,FOTJ,OJR,Jedi Quest: The Final Showdown,Jude Watson,11/1/2004,Legend,https://static.wikia.nocookie.net/starwars/images/f/f7/10_-_The_Final_Showdown.jpg/revision/latest?cb=20060323180830,SWImages\Jedi Quest The Final Showdown.jpg
23 BBY,-23,#REF!,OJR,Star Wars Adventures 1: Hunt the Sun Runner,Ryder Windham,2002-10,Legend,https://static.wikia.nocookie.net/starwars/images/3/38/Adventures_1n.jpg/revision/latest/scale-to-width-down/345?cb=20060910195928,SWImages\Star Wars Adventures 1 Hunt the Sun Runner.jpg
23 BBY,-23,FOTJ,OJR,Star Wars Adventures 2: The Cavern of Screaming Skulls,Ryder Windham,2002-11,Legend,https://static.wikia.nocookie.net/starwars/images/4/40/Adventures_2n.jpg/revision/latest/scale-to-width-down/350?cb=20060910203523,SWImages\Star Wars Adventures 2 The Cavern of Screaming Skulls.jpg
23 BBY,-23,FOTJ,OJR,Star Wars Adventures 3: The Hostage Princess,Ryder Windham,2002-12,Legend,https://static.wikia.nocookie.net/starwars/images/c/c3/Adventures_3n.jpg/revision/latest/scale-to-width-down/350?cb=20060910203535,SWImages\Star Wars Adventures 3 The Hostage Princess.jpg
23 BBY,-23,FOTJ,OJR,Star Wars Adventures 4: Jango Fett vs. the Razor Eaters,Ryder Windham,2003-01,Legend,https://static.wikia.nocookie.net/starwars/images/4/43/Adventures_4n_front_only.jpg/revision/latest?cb=20170310220416,SWImages\Star Wars Adventures 4 Jango Fett vs. the Razor Eaters.jpg
23 BBY,-23,FOTJ,OJR,Star Wars Adventures 5: The Shape-Shifter Strikes,Ryder Windham,2003-02,Legend,https://static.wikia.nocookie.net/starwars/images/8/80/Adventures_5n.jpg/revision/latest?cb=20130611033323,SWImages\Star Wars Adventures 5 The Shape-Shifter Strikes.jpg
23 BBY,-23,FOTJ,OJR,Star Wars Adventures 6: The Warlords of Balmorra,Ryder Windham,2003-03,Legend,https://static.wikia.nocookie.net/starwars/images/7/7d/Adventures_6n.jpg/revision/latest?cb=20130611033725,SWImages\Star Wars Adventures 6 The Warlords of Balmorra.jpg
22 BBY,-22,FOTJ,ON,The Approaching Storm,Alan Dean Foster,1/29/2002,Legend,https://static.wikia.nocookie.net/starwars/images/0/0f/TheApproachingStorm-Hardcover.jpg/revision/latest?cb=20200731183108,SWImages\The Approaching Storm.jpg
22 BBY,-22,FOTJ,NA,Star Wars Episode II: Attack of the Clones,R. A. Salvatore,4/23/2002,Legend,https://static.wikia.nocookie.net/starwars/images/3/3a/Attack_of_the_Clones_Cover.jpg/revision/latest?cb=20050501172807,SWImages\Star Wars Episode II Attack of the Clones.jpg
22 BBY,-22,FOTJ,JRA,Star Wars Episode II: Attack of the Clones,Patricia C. Wrede,4/23/2002,Legend,https://static.wikia.nocookie.net/starwars/images/c/ca/Ep2_junior.jpg/revision/latest/scale-to-width-down/335?cb=20060523175753,SWImages\Star Wars Episode II Attack of the Clones.jpg
22 BBY,-22,FOTJ,OJR,Boba Fett: The Fight to Survive,Terry Bisson,4/23/2002,Legend,https://static.wikia.nocookie.net/starwars/images/d/d5/BobaFett_1_HC.jpg/revision/latest?cb=20060606053627,SWImages\Boba Fett The Fight to Survive.jpg
22 BBY,-22,FOTJ,OJR,Boba Fett: Crossfire,Terry Bisson,11/1/2002,Legend,https://static.wikia.nocookie.net/starwars/images/2/2c/Crossfire.jpg/revision/latest?cb=20050720144154,SWImages\Boba Fett Crossfire.jpg
22 BBY,-22,FOTJ,OJR,Boba Fett: Maze of Deception,Elizabeth Hand,2003-04,Legend,https://static.wikia.nocookie.net/starwars/images/2/2f/Mazeofdeception.jpg/revision/latest?cb=20050720144719,SWImages\Boba Fett Maze of Deception.jpg
